trial,bout,subject,condition,start_idx,end_idx,duration_s,n_strides_left,n_strides_right,dist_left_m,dist_right_m,dist_m,stride_speed_mps,stride_speed_std
90,2,s2,B_holds_box_walks_second,722422,722926,5.04,1,2,1.6942187568980953,1.804124568549026,1.7491716627235605,0.3396617730116775,0.47919681947614656
91,1,s1,B_holds_box_walks_second,725951,726865,9.14,5,5,7.378252758413991,7.500410511340826,7.439331634877409,1.030473397166378,0.49205538450499725
91,2,s2,B_holds_box_walks_second,728378,729355,9.77,5,7,5.5646058688335645,7.452005790692198,6.508305829762881,1.019232796577658,0.5504418234576168
92,1,s1,B_holds_box_walks_second,732381,733578,11.97,8,7,10.719999398074615,10.527861367165787,10.623930382620202,1.0820943318352867,0.5697521730407964
92,2,s2,B_holds_box_walks_second,735028,736226,11.98,7,9,8.647865558909839,10.439196127283369,9.543530843096605,1.096429629097841,0.48958476162980846
93,1,s1,B_holds_box_walks_second,740102,740890,7.88,3,3,4.171395581995869,4.300389749065282,4.235892665530575,0.786631070797691,0.5565333946349579
93,2,s2,B_holds_box_walks_second,741836,742687,8.51,3,3,3.9465119787396916,4.058134736148521,4.002323357444106,0.8752950537128069,0.6287541726713776
94,1,s1,B_holds_box_walks_second,745734,746207,4.73,4,2,1.824935143970339,2.507260135000011,2.166097639485175,0.3627278148743927,0.25036740448726535
94,2,s2,B_holds_box_walks_second,747247,747815,5.68,1,1,0.6049991678074353,1.6037275578212844,1.1043633628143599,0.004059331673988536,0.0011387006233925475
95,1,s1,B_holds_box_walks_second,749706,750304,5.98,3,4,4.215769816007328,4.169018322487922,4.192394069247625,0.6971068097672971,0.5566894694364382
95,2,s2,B_holds_box_walks_second,751124,752121,9.97,3,3,1.5500045089032666,3.7398270738351393,2.644915791369203,0.9401711632655972,0.4487873527606115
96,1,s1,B_holds_box_walks_second,755021,756156,11.35,7,6,10.750822373658256,10.407407749216288,10.579115061437271,1.3362174504313549,0.5516264232427612
96,2,s2,B_holds_box_walks_second,757416,758614,11.98,7,7,10.235822593155296,10.20400570064968,10.219914146902488,1.1936205847118728,0.5034652171062141
